cause_of_death,category_gpt_4o_mini,category_gpt_4o,category_consensus,consensus_no,without_consensus,category_unanimous_consensus,category_human
hypertensive heart and renal disease with congestive heart failure,none,none,none,2,False,none,none
car occupant injured in noncollision transport accident unspecified car occupant injured in nontraffic accident,none,none,none,2,False,none,none
acute appendicitis with generalized peritonitis - 2008 classification,none,none,none,2,False,none,none
other pneumothorax,none,pulmonary disease,pulmonary disease,1,True,,none
occupant of pick-up truck or van injured in noncollision transport accident driver injured in traffic accident,none,none,none,2,False,none,none
unspecified pre-existing hypertension complicating pregnancy childbirth and the puerperium,none,none,none,2,False,none,none
other specified diseases of biliary tract,none,none,none,2,False,none,none
guillain-barre syndrome,none,none,none,2,False,none,none
melioidosis unspecified,none,none,none,2,False,none,none
female genital tract fistula unspecified,none,none,none,2,False,none,none
macrocephaly,none,none,none,2,False,none,none
spondylolysis,none,none,none,2,False,none,none
malignant neoplasm posterior wall of nasopharynx,none,none,none,2,False,none,none
pemphigus foliaceus,none,none,none,2,False,none,none
duodenal ulcer chronic or unspecified with both haemorrhage and perforation,none,none,none,2,False,none,none
meningococcal meningitis,none,none,none,2,False,none,none
carcinoma in situ skin unspecified,none,none,none,2,False,none,none
perinatal intestinal perforation,none,none,none,2,False,none,none
complete uterovaginal prolapse,none,none,none,2,False,none,none
neurosyphilis unspecified,none,none,none,2,False,none,none
rider or occupant injured by fall from or being thrown from animal or animal-drawn vehicle in noncollision accident,none,none,none,2,False,none,none
mumps without complication,none,none,none,2,False,none,none
delirium unspecified,none,none,none,2,False,none,none
aspiration of fluid,none,none,none,2,False,none,none
congenital pneumonia due to other organisms,none,none,none,2,False,none,none
crohn disease unspecified,none,none,none,2,False,none,none
other atypical virus infections of central nervous system,none,none,none,2,False,none,none
nonrheumatic mitral valve stenosis,none,none,none,2,False,none,none
obstruction of bile duct,none,none,none,2,False,none,none
interstitial emphysema originating in the perinatal period,none,none,none,2,False,none,none
sialoadenitis,none,none,none,2,False,none,none
other diseases of vocal cords,none,none,none,2,False,none,none
acute myeloblastic leukaemia [aml],acute myeloid leukemia,acute myeloid leukemia,acute myeloid leukemia,2,False,acute myeloid leukemia,acute myeloid leukemia
duodenal ulcer acute with haemorrhage,none,none,none,2,False,none,none
extreme obesity with alveolar hypoventilation,none,none,none,2,False,none,none
other infective tenosynovitis,none,none,none,2,False,none,none
disorder of thyroid unspecified,none,none,none,2,False,none,none
malignant neoplasm short bones of lower limb,none,none,none,2,False,none,none
bacterial meningitis unspecified,none,none,none,2,False,none,none
motorcycle rider injured in collision with heavy transport vehicle or bus driver injured in traffic accident,none,none,none,2,False,none,none
embolism and thrombosis of other and unspecified parts of aorta,none,none,none,2,False,none,none
occupant of pick-up truck or van injured in noncollision transport accident unspecified occupant of pick-up truck or van injured in nontraffic accident,none,none,none,2,False,none,none
rotaviral enteritis,none,none,none,2,False,none,none
ventral hernia with gangrene until 2013,none,none,none,2,False,none,none
motorcycle rider injured in collision with car pick-up truck or van passenger injured in traffic accident,none,none,none,2,False,none,none
deletion of short arm of chromosome 5,none,none,none,2,False,none,none
car occupant injured in noncollision transport accident passenger injured in traffic accident,none,none,none,2,False,none,none
secondary malignant neoplasm of lung,pulmonary disease,lung cancer,pulmonary disease,1,True,,lung cancer
chronic maxillary sinusitis,none,none,none,2,False,none,none
congenital malformation of lung unspecified,none,none,none,2,False,none,none
malignant neoplasm descended testis,none,none,none,2,False,none,none
non-insulin-dependent diabetes mellitus with peripheral circulatory complications,none,none,none,2,False,none,none
disease of salivary gland unspecified,none,none,none,2,False,none,none
nontraumatic extradural haemorrhage,none,none,none,2,False,none,cerebrovascular disease
vaccine or biological substance unspecified,none,none,none,2,False,none,none
acute bronchitis due to other specified organisms,none,none,none,2,False,none,none
occupant of streetcar injured by fall from streetcar,none,none,none,2,False,none,none
hypoplasia and dysplasia of spinal cord,none,none,none,2,False,none,none
immunodeficiency with predominantly antibody defects unspecified,none,none,none,2,False,none,none
benign neoplasm appendix,none,none,none,2,False,none,none
neoplasm of uncertain or unknown behaviour peripheral nerves and autonomic nervous system,none,none,none,2,False,none,none
malignant neoplasm malignant melanoma of eyelid including canthus,none,none,none,2,False,none,none
disseminated herpesviral disease,none,none,none,2,False,none,none
mucocutaneous lymph node syndrome [kawasaki],none,none,none,2,False,none,none
congenital lactase deficiency,none,none,none,2,False,none,none
benign neoplasm benign neoplasm of unspecified site,none,none,none,2,False,none,none
enteropathy-type intestinal t-cell lymphoma,none,none,none,2,False,none,none
other surgical procedures,none,none,none,2,False,none,none
patent ductus arteriosus,none,none,none,2,False,none,none
chylous effusion,none,none,none,2,False,none,none
other specified diabetes mellitus without complications,none,none,none,2,False,none,none
sequelae of other nontraumatic intracranial haemorrhage,none,none,none,2,False,none,cerebrovascular disease
other specified conditions associated with female genital organs and menstrual cycle,none,none,none,2,False,none,none
sinus fistula and cyst of branchial cleft,none,none,none,2,False,none,none
salmonella infection unspecified,none,none,none,2,False,none,none
agenesis aplasia and hypoplasia of pancreas,none,none,none,2,False,none,none
thyroiditis unspecified,none,none,none,2,False,none,none
other disorders of lung,none,pulmonary disease,pulmonary disease,1,True,,pulmonary disease
histoplasmosis unspecified,none,none,none,2,False,none,none
car occupant injured in collision with pedestrian or animal driver injured in traffic accident,none,none,none,2,False,none,none
stenosis of aorta,none,none,none,2,False,none,none
other subarachnoid haemorrhage,none,cerebrovascular disease,cerebrovascular disease,1,True,,cerebrovascular disease
unspecified respiratory condition due to chemicals gases fumes and vapours,pulmonary disease,none,pulmonary disease,1,True,,none
congenital malformation of peripheral vascular system unspecified,none,none,none,2,False,none,none
subarachnoid haemorrhage from intracranial artery unspecified,none,none,none,2,False,none,cerebrovascular disease
bipolar affective disorder current episode hypomanic,none,none,none,2,False,none,none
corpus luteum cyst,none,none,none,2,False,none,none
malignant neoplasm anterior floor of mouth,oral cavity cancer,oral cavity cancer,oral cavity cancer,2,False,oral cavity cancer,oral cavity cancer
bilateral inguinal hernia with obstruction without gangrene,none,none,none,2,False,none,none
other specified leukaemias,acute myeloid leukemia,none,acute myeloid leukemia,1,True,,none
cardiomyopathy in the puerperium,none,none,none,2,False,none,none
other specified congenital malformations of spinal cord,none,none,none,2,False,none,none
other specified diseases of pericardium,none,none,none,2,False,none,none
di george syndrome,none,none,none,2,False,none,none
other specified disorders of kidney and ureter,none,none,none,2,False,none,none
mechanical strabismus,none,none,none,2,False,none,none
carcinoma in situ anus and anal canal,none,none,none,2,False,none,none
neurogenic bowel not elsewhere classified,none,none,none,2,False,none,none
malignant neoplasm malignant melanoma of skin unspecified,none,none,none,2,False,none,none
motorcycle rider injured in collision with two- or three-wheeled motor vehicle driver injured in nontraffic accident,none,none,none,2,False,none,none
other congenital malformations of aorta,none,none,none,2,False,none,none
neoplasm of uncertain or unknown behaviour female genital organ unspecified,none,none,none,2,False,none,none
varicose veins of lower extremities without ulcer or inflammation,none,none,none,2,False,none,none
other specified trisomies and partial trisomies of autosomes,none,none,none,2,False,none,none
rupture of papillary muscle not elsewhere classified,none,none,none,2,False,none,none
urticaria unspecified,none,none,none,2,False,none,none
haemolytic-uraemic syndrome,none,none,none,2,False,none,none
motorcycle rider injured in noncollision transport accident driver injured in nontraffic accident,none,none,none,2,False,none,none
gastroenteritis and colitis due to radiation,none,none,none,2,False,none,none
urinary tract infection site not specified,none,none,none,2,False,none,none
pyridoxine deficiency,none,none,none,2,False,none,none
other specified haemorrhoids from 2014 onwards - previously in i84,none,none,none,2,False,none,none
hiv disease resulting in other types of non-hodgkin lymphoma,none,none,none,2,False,none,none
